Unnamed: 0,SbjNum,Latitude,Longitude,Q21.Income.Food.O1,Q21.Income.SchoolFees.O2,Q21.Income.MedicalBills.O3,Q21.Income.Clothes.O4,Q21.Income.Energy.O5,Q21.Income.Other.O6,Q21.Income.Other.O6.Text,Q29.Income,Q33.CashCropSold,Q34.CashCropUsed,Q35.CashCropSavedForSeed,Q36.CashCropLost,Q38.CashCropEarnings,Q39.CashCropPx,Q40.CostOfProduction,Q41.AverageYear,Q42.ProductionHigherLower,Q56.ProportionCropsSold,Q57.ProportionCropsUsed,Q58.ProportionCropsSavedSeed,Q59.ProportionCropsLost,Q61.CropEarning,Q62.CropSalePx,Q63.ProductionCost,Q64.AverageYear,Q65.ProductionHigherLower,Q67.RearingLivestock,Q69.AmountEarnedCattle,Q70.NumberCattleSold,Q71.PxPerCattle,Q72.TotalEarningCattle,Q73.AmountEarnedGoats,Q74.NumberGoatsSold,Q75.PxPerGoat,Q76.TotalEarningGoats,Q77.AmountEarnedPigs,Q78.NumberPigsSold,Q79.PxPerPig,Q80.TotalEarningPigs,Q81.AmountEarnedChickens,Q82.NumberChickensSold,Q83.PxPerChicken,Q84.TotalEarningsChickens,Q85.RearOtherAnimal,Q86.OtherAnimalType,Q87.OtherAnimalPx,Q88.TotalEarningOtherAnimal,Q89.MainSourcesIncome.1st,Q89.MainSourcesIncome.2nd,Q89.MainSourcesIncome.3rd,Q89.MainSourcesIncome.4th,Q89.MainSourcesIncome.5th,Q89.MainSourcesIncome.TeaIncome,Q89.MainSourcesIncome.CoffeeIncome,Q89.MainSourcesIncome.BananaIncome,Q89.MainSourcesIncome.MaizeIncome,Q89.MainSourcesIncome.HydroponicsIncome,Q89.MainSourcesIncome.BeansIncome,Q89.MainSourcesIncome.LivestockIncome,Q89.MainSourcesIncome.BeekeepingIncome,Q89.MainSourcesIncome.TreeIncome,Q89.MainSourcesIncome.FishIncome,Q89.MainSourcesIncome.HandicraftIncome,Q89.MainSourcesIncome.KitchenGardenIncome,Q89.MainSourcesIncome.SalaryJobIncome,Q89.MainSourcesIncome.CasualLaborIncome,Q89.MainSourcesIncome.RemitIncome,Q89.MainSourcesIncome.GoatIncome,Q89.MainSourcesIncome.PigIncome,Q89.MainSourcesIncome.CattleIncome,Q89.MainSourcesIncome.ChickenIncome,Q89.MainSourcesIncome.Other,Q104.GoodAgPracticeAware.O1,Q104.GoodAgPracticeAware.O2,Q104.GoodAgPracticeAware.O3,Q104.GoodAgPracticeAware.O4,Q104.GoodAgPracticeAware.O5,Q104.GoodAgPracticeAware.O6,Q104.GoodAgPracticeAware.O7,Q104.GoodAgPracticeAware.O8,Q104.GoodAgPracticeAware.O9,Q104.GoodAgPracticeAware.O10,Q104.GoodAgPracticeAware.O11,Q104.GoodAgPracticeAware.O12,Q104.GoodAgPracticeAware.O13,Q104.GoodAgPracticeAware.O14.Text,Q105.GoodAgPracticeTrained.O1,Q105.GoodAgPracticeTrained.O2,Q105.GoodAgPracticeTrained.O3,Q105.GoodAgPracticeTrained.O4,Q105.GoodAgPracticeTrained.O5,Q105.GoodAgPracticeTrained.O6,Q105.GoodAgPracticeTrained.O7,Q105.GoodAgPracticeTrained.O8,Q105.GoodAgPracticeTrained.O9,Q105.GoodAgPracticeTrained.O10,Q105.GoodAgPracticeTrained.O11,Q105.GoodAgPracticeTrained.O12,Q105.GoodAgPracticeTrained.O13,Q105.GoodAgPracticeTrained.O14,Q105.GoodAgPracticeTrained.O15.Text,Q106.ActiviesPracticed.O1,Q106.ActiviesPracticed.O2,Q106.ActiviesPracticed.O3,Q106.ActiviesPracticed.O4,Q106.ActiviesPracticed.O5,Q106.ActiviesPracticed.O6,Q106.ActiviesPracticed.O7,Q106.ActiviesPracticed.O8,Q106.ActiviesPracticed.O9,Q106.ActiviesPracticed.O10,Q106.ActiviesPracticed.O11,Q106.ActiviesPracticed.O12,Q106.ActiviesPracticed.O13,Q106.ActiviesPracticed.O14.Text,Q108.ChangesInPractice,Q109.WhatChange,Q114.NewBusinessStarted,Q115.WhatNewBusiness,Q117.FromWhereLearned.O1,Q117.FromWhereLearned.O2,Q117.FromWhereLearned.O3,Q117.FromWhereLearned.O4,Q117.FromWhereLearned.O5,Q117.FromWhereLearned.O6,Q117.FromWhereLearned.O7.Text,Q118.CostStarting,Q119.DifferenceToIncome,Q120.HowContributeIncome,Q121.OverallIncomeChange,Q122.WhyIncomeChanged,Q21.Income.Other.O6.Text.Tags
103,23992360,-0.465225824,30.29138656,1,2,3,4,5,-2,,5,100,100,0,5,"5,000,000 ugx",2500,"1,600,000 ugx",1,1,5,4,1,2,"5,000,000ugx","2,500 ugx","1,600,000ugx",1,1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,-2,-2,-2,-2,,1800kgs,,,,,,,,,,,,,,,,,,,1,2,4,5,8,12,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,8,12,-2,-2,-2,-2,-2,-2,-2,-2,,2,,1,Retail shop,1,-2,-2,-2,-2,-2,,"7,000,000 ugx",1,7,5,"It adds on my daily income 
It is also because i keep on adding more capital i get from  selling coffee",
104,23992361,-0.465454514,30.29127077,1,2,3,4,5,-2,,5,100,48,52,5,"800,000 ugx",2400,0 ugx,1,2,5,4,3,5,"800,000 ugx","2,400 ugx",No Costs,1,2,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,290 kgs,36 bunches,,,50 Kgs,,,,,,,,,,,,,,,1,2,3,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,7,-1,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
105,23992362,-0.465022271,30.29090057,1,2,3,4,5,-2,,5,100,100,100,5,"2,400,000 ugx",4000,2500ugx,1,1,5,4,1,5,"2,400,000 ugx","4,000 kgs","250,000 ugx",1,1,1,,,,,200000,2,100000,200000,,,,,,,,,-1,-1,-1,-1,2,3,6,7,-2,,750 kg,80 bunches,,,120 kgs,"200,000 ugx",,,,,,,,,,,,,,1,2,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,5,7,8,12,-1,-1,-1,-1,-1,-1,,1,2,3,7,12,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
106,23992363,-0.465368213,30.29121257,1,2,3,4,5,-2,,5,100,100,100,5,"290,500 ugx",2500,"30,000 ugx",1,2,5,3,1,5,"290,500 ugx",80 kgs,"30,000 ugx",1,2,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,80 kgs,40 bunches,,,,,,,,,,,,,,,,,,1,2,3,7,12,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,7,8,12,-2,-2,-2,-2,-2,-2,-2,,1,2,3,7,12,-2,-2,-2,-2,-2,-2,-2,-2,,1,"Mulching
pits in the plantation",1,"Salon
retail shop
Tailoring",1,-2,-2,-2,-2,-2,,"800,000 ugx",1,8,4,It because I now have double income especially from the sales,
107,23992364,-0.469394724,30.28981866,1,2,3,4,5,-2,,5,100,98,2,5,"3,000,000 ugx",2500,"400,000 ugx",1,2,1,2,1,5,"3,000,000ugx",2500 ugx,"60,000 ugx",1,2,1,"4,000,000 ugx",4,"950,000 ugx","4,500,000 ugx",200000,2,100000,200000,,,,,,,,,-1,-1,-1,-1,2,3,4,6,18,,"4,000,000 ugx",40,45 kgs,,500 kgs,,,,,,,,,,,,"4,000,000 ugx",,,1,2,3,8,12,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,5,7,9,12,-2,-2,-2,-2,-2,-2,,1,2,3,7,8,12,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
108,23992365,-0.474828468,30.29086567,1,2,3,4,5,-2,,5,100,100,0,5,"1,200,000 ugx",2400,"2,500 ugx",1,1,5,4,1,5,"80,000 ugx","2,500 ugx","100,000 ugx",1,2,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,165 kgs,40 bunches,,,60kgs,,,,,,,,,,,,,,,1,2,3,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
109,23992366,-0.475366412,30.29227527,1,2,3,4,5,-2,,5,100,70,20,5,"4,200,000 ugx",2400,"80,000 ugx",1,1,1,2,1,5,"3,200,000 ugx","2,500 ugx","80, 000 ugx",1,1,1,"360,000 ugx",0,0,"360,000",0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,3,6,7,-2,,500 kg,400 bunches,,,420 kgs,"360,000 ugx",,,,,,,,,,,,,,1,2,3,4,7,12,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,7,12,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,7,12,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
110,23992367,-0.47655483,30.29458327,1,2,3,4,5,-2,,5,100,100,0,5,"400,000 ugx",2400,0 ugx,1,1,5,4,2,5,"400, 000 ugx",2500 ugx,0ugx,1,1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,3,6,-2,-2,-2,,,20 bunches,,,20kgs,,,,,,,,,,,,,,,1,2,7,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,Prunning,2,,,,,,,,,,,,,,
111,23992370,-0.544608165,30.3637142,1,2,3,4,5,-2,,5,100,75,0,5,"3,000,000 ugx",2200,"100,000 ugx",1,1,1,4,1,5,"3,000,000",2205 kg,"100,000 ugx",1,1,1,0,0,0,home use,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,2205 kgs,400,,,350 kgs,,,,,,,,,,,,,,,1,2,3,7,8,12,-2,-2,-2,-2,-2,-2,-2,,1,2,3,7,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,7,12,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
112,23992371,-0.546593205,30.36362613,3,4,5,-2,-2,-2,,5,100,100,0,5,"150,000 ugx",2200,"20,000 ugx",2,4,,,,,,,,,,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,90 kgs,45 bunches,,,,,,,,,,,,,,,,,,1,3,7,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,7,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,3,7,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
113,23992372,-0.549859642,30.3678159,2,3,4,5,-2,-2,,5,100,78,20,5,"2,000,000 ugx",2400,"200,000 ugx",2,4,2,2,1,1,"2,400,000","2,400 ugx","200,000 ugx",2,4,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,800 kgs,360 bunches,,,240 kgs,,,,,,,,,,,,,,,1,2,3,7,12,-1,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,9,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,7,12,-2,-2,-2,-2,-2,-2,-2,,1,Pruning,2,,,,,,,,,,,,,,
114,23992373,-0.542803111,30.36217156,1,2,3,4,5,-2,,5,100,100,0,1,"1,700,000 ugx",2200,"40,000 ugx",2,4,1,4,2,1,"1,700,000",2200 ugx,"40,000 ugx",2,4,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,20,-2,-2,,800kgs,50,,,,,,,,,,,,,,,,,cassava 120 kgd,1,2,3,4,7,12,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,7,8,12,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,5,7,12,-2,-2,-2,-2,-2,-2,,1,Making ditches in my coffee plantation,2,,,,,,,,,,,,,,
115,23992374,-0.52313499,30.39494961,1,2,3,4,5,-2,,5,100,100,0,5,"5,000,000ugx",2500,"500,000 ugx",1,2,2,2,1,5,"5,000,000","2,500 kgs","500,000 ugx",1,2,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,2000 kgs,720,,,540 kgs,,,,,,,,,,,,,,,1,2,3,4,12,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,7,12,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,7,12,-2,-2,-2,-2,-2,-2,-2,,1,Prunning,2,,,,,,,,,,,,,,
116,23992375,-0.523274502,30.39709369,1,2,3,4,5,-2,,5,100,100,0,5,"2,300,000 ugx",2300,"20,000 ugx",1,2,2,2,1,5,"2,300,000",2300 ugx,"20,000 ugx",1,2,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,3,6,-2,-2,-2,,,250 bunches,,,250 kgs,,,,,,,,,,,,,,,1,2,3,4,6,7,12,-2,-2,-2,-2,-2,-2,,1,2,3,6,7,8,12,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,7,12,-2,-2,-2,-2,-2,-2,-2,,1,Mulching the coffee,2,,,,,,,,,,,,,,
117,23992376,-0.638548482,30.22370482,3,4,5,-2,-2,-2,,5,100,100,0,5,"1,300,000 ugx",2300,"600,000 ugx",1,2,2,2,1,5,"1,600,000","2,300 ugx","600,000 ugx",1,2,1,"1,000,000 ugx",1,"700,000 ugx","1,000,000 ugx",400000,3,400000,400000,,,,,,,,,-1,-1,-1,-1,2,3,7,-2,-2,,420 kgs,3000,,,,"2,300,000 ugx",,,,,,,,,,,,,,1,2,3,7,12,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,5,7,9,10,12,-2,-2,-2,-2,-2,,1,2,3,4,5,6,7,12,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
118,23992377,-0.638498649,30.22356189,1,2,3,4,5,-2,,5,100,100,0,2,"800,000 ugx",2000,"45,000 ugx",2,4,5,4,2,5,"800,000","2,000 ugx","45,000 ugx",2,4,1,0,0,0,0,0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,300 kgs,340,,,45 kgs,,,,,,,,,,,,,,,1,2,3,4,7,12,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,5,7,12,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,5,7,8,12,-2,-2,-2,-2,-2,,1,Mulching and adding manure in my plantation,2,,,,,,,,,,,,,,
119,23992378,-0.636090283,30.21993525,1,2,3,4,5,-2,,5,100,100,0,1,"350,000 ugx",2500,"20,000 ugx",2,2,2,3,1,1,"350,000","2,500 ugx","20,000 ugx",2,4,1,"500,000 ugx",1,"950,000 ugx",0,,,,,,,,,,,,,-1,-1,-1,-1,2,3,7,-2,-2,,140 kgs,500 bunches,,,,"950,000 ugx",,,,,,,,,,,,,,1,2,3,4,5,6,7,12,-2,-2,-2,-2,-2,,1,2,3,4,5,6,12,-2,-2,-2,-2,-2,-2,-2,,1,2,3,7,12,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
120,23992379,-0.636525808,30.21987625,2,3,4,5,-2,-2,,5,100,100,0,1,"1,500,000 ugx",2300,"110,000 ugx",1,2,5,4,1,5,"1,500,000","2,300 ugx","110,000 ugx",1,3,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,4,6,-2,,480 kgd,430 bunches,54 kgs,,242 kgd,,,,,,,,,,,,,,,1,2,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,1,Retail shop and s bar,1,-2,-2,-2,-2,-2,,"3,000,000 ugx",1,6,4,It also adds on my daily income,
121,23992380,-0.65007374,30.19355078,1,2,3,4,5,-2,,5,100,100,0,5,"2,4000,000 ugx",2600,"100,000 ugx",1,1,5,4,2,5,"2,400,000","2,600 ugx","100,000 ugx",1,1,1,"1,200,000",1,"1,200,000","1,200,000 ugx",0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,600 kgs,340,,,20 kgs,,,,,,,,,,,,,,,1,2,3,4,5,7,8,12,-2,-2,-2,-2,-2,,1,2,3,7,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,3,7,8,12,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
122,23992381,-0.649566672,30.19395013,1,2,3,4,5,-2,,5,100,100,0,5,"1,620,000 ugx",2400,"500,000 ugx",2,4,1,2,1,5,"2,400,000","2,300 Ugx","500,000 ugx",2,4,1,"1,500,000 ugx",3,"430,000","1,500,000 ugx",0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,890 kgs,240,,,,,,,,,,,,,,,,,,1,2,3,4,7,12,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,5,8,12,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,7,12,-2,-2,-2,-2,-2,-2,-2,,1,Mulching and using oganic,2,,,,,,,,,,,,,,
123,23992382,-0.649555969,30.19397881,1,2,3,4,5,-2,,5,100,100,0,5,"800,000 ugx",2400,"100,000 ugx",2,4,1,3,2,5,"800,000 ugx","2,400 kgs","100,000 ugx",2,4,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,280 kgs,230,,,100 kgs,,,,,,,,,,,,,,,1,2,3,4,7,12,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,5,7,12,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,5,7,12,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
124,23992383,-0.634564291,30.08556042,1,2,3,4,5,-2,,5,78,40,22,5,"400,000 ugx",2500,"25,000 ugx",1,2,1,2,1,5,"80,000","2,500 ug x","4,5000 ugx",1,2,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,80 kgx,40 bunches,,,,,,,,,,,,,,,,,,1,2,3,4,7,12,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,5,7,9,12,-2,-2,-2,-2,-2,-2,,1,3,7,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
125,23992384,-0.634802963,30.08783814,1,2,3,4,5,-2,,5,100,100,0,5,"2,800,00 ugx",2400,"500,000 ugx",1,4,3,1,1,5,"2,800,000","2,400 ugx","500,000 ugx",2,4,1,"5,000,000 ugx",4,"750,000","5,000,000 ugx",0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,2300 kgs,"6,000 kgd",,,4 tonnes,,,,,,,,,,,,,,,1,2,3,4,6,7,12,-2,-2,-2,-2,-2,-2,,1,2,3,4,5,7,8,12,-2,-2,-2,-2,-2,-2,,1,2,3,7,8,12,-2,-2,-2,-2,-2,-2,-2,,1,Mulching the coffee plantation,2,,,,,,,,,,,,,,
126,23992385,-0.63044177,30.09424645,1,2,3,4,5,-2,,5,100,100,0,1,"1,600,000 ugx",2400,"400,000ugx",2,4,2,2,1,1,"1,600,000","2,400 ugx","400,000 ugx",2,4,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,6,-2,-2,-2,,650 kgs,,,,160 kgs,,,,,,,,,,,,,,,1,2,3,4,6,7,8,12,-2,-2,-2,-2,-2,,1,2,3,4,5,6,7,8,12,-2,-2,-2,-2,-2,,1,2,3,4,7,12,-2,-2,-2,-2,-2,-2,-2,,1,I normally prune and mulch my coffee plantation,2,,,,,,,,,,,,,,
127,23992386,-0.62998875,30.09457258,1,2,3,4,5,-2,,5,100,100,0,1,"760,000 ugx",2400,"150,000 ugx",1,2,5,4,2,5,"760,000","2,400 ugx","150,000 ugx",1,2,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,4,6,-2,,280 kgs,500 bunches,67 kgs,,80 kgs,,,,,,,,,,,,,,,1,2,3,4,5,6,7,12,-2,-2,-2,-2,-2,,1,2,3,4,7,12,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,7,12,-2,-2,-2,-2,-2,-2,-2,-2,,1,"Prunning
I have made Trenches",2,,,,,,,,,,,,,,
128,23992387,-0.622229208,30.09944269,1,2,3,4,5,-2,,5,100,100,0,1,"2,000,000",2500,"500,000 ugx",1,1,1,3,1,1,"2,000,000","2,500 ugx","500,000 ugx",1,1,1,,,,,0,0,0,0,,,,,3000000,130,100,3500000,-1,-1,-1,-1,2,3,6,19,-2,,900 kgd,1300,,,120 kgs,,,,,,,,,,,,,2346,,1,2,3,4,5,7,8,12,-2,-2,-2,-2,-2,,1,2,3,4,7,12,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,5,7,12,-2,-2,-2,-2,-2,-2,,1,"Trenches, mulching and prunning",2,,,,,,,,,,,,,,
129,23992388,-0.625855651,30.09732973,1,2,3,4,5,-2,,5,100,100,0,1,"1,500,000 ugx",2500,"100,000 ugx",1,2,3,1,1,2,"1,500,000","2,500 ugx","100,000 ugx",1,2,1,"150,000 ugx",0,0,"150,000 ugx",,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,809 kgs,320,,,,,,,,,,,,,,,,,,1,2,3,4,5,6,7,12,-2,-2,-2,-2,-2,,1,2,3,4,7,12,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,7,12,-2,-2,-2,-2,-2,-2,-2,,1,"mulching,prunning and weeding",2,,,,,,,,,,,,,,
130,23992389,-0.637120051,30.10807939,1,2,3,-2,-2,-2,,5,100,100,0,1,"2,300,000 ugx",2400,"700,000 ugx",1,2,5,4,1,1,"2,300,000","2,400","700,000 ugx",1,4,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,"1,200 kgs",200 bunches,,,,,,,,,,,,,,,,,,1,2,3,4,5,7,12,-2,-2,-2,-2,-2,-2,,1,2,3,4,7,8,12,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,6,7,12,-2,-2,-2,-2,-2,-2,,1,Mulching and prunning,2,,,,,,,,,,,,,,
131,23992390,-0.667805497,30.06514629,1,2,3,4,5,-2,,5,100,100,0,1,"62,1000ugx",2300,0,1,2,2,2,1,5,"620,000","2,300",0,1,2,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,270 kgs,566,,,120,,,,,,,,,,,,,,,1,2,3,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,7,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,3,7,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
132,23992391,-0.670337933,30.0629877,1,2,3,4,5,-2,,5,100,100,0,1,"1,070,000 ugx",2500,"200,000 ugx",1,2,2,2,1,1,"1,070,000","2,500 ugx","200,000 ugx",1,2,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,420 kgs,566 bunches,,,400 kgs,,,,,,,,,,,,,,,1,2,3,4,5,7,12,-2,-2,-2,-2,-2,-2,,1,2,3,4,5,7,12,-2,-2,-2,-2,-2,-2,-2,,1,2,3,7,12,-2,-2,-2,-2,-2,-2,-2,-2,,1,Pruning and mulching,2,,,,,,,,,,,,,,
133,23992400,-0.672437426,30.06240671,1,2,3,4,5,-2,,5,100,100,0,1,"640,000 ugx",2300,0,2,4,5,3,1,1,"640,000","2,400 ugx",0,2,4,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,268,400 bunches,,,80 kgs,,,,,,,,,,,,,,,1,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,7,12,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,7,-1,-2,-2,-2,-2,-2,-2,-2,-2,,1,Prunning and planting in time.,2,,,,,,,,,,,,,,
134,23992401,-0.672250311,30.06210982,1,2,3,4,5,-2,,5,100,100,0,1,"520,000 ugx",2400,"200,000 ugx",1,2,5,4,1,5,"520,000","2,400","200,000 ugx",1,2,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,6,-1,-2,-2,,200 kgs,,,,20 kgs,,,,,,,,,,,,,,,1,2,3,4,7,12,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,7,12,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,7,12,-2,-2,-2,-2,-2,-2,-2,-2,,1,Made ditches and dust bins,2,,,,,,,,,,,,,,
135,23992402,-0.672852398,30.06202948,1,2,3,4,5,-2,,5,100,100,0,1,"430,000 ugx",2500,"100,000 ugx",1,2,1,2,1,5,"420,000","2,500ugx","100,000 ugx",1,2,1,"200,000 ugx",0,0,"200,000 ugx",,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,220 kgs,400 kgs,,,90 kgs,,,,,,,,,,,,,,,1,2,3,4,7,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,5,6,7,12,-2,-2,-2,-2,-2,-2,,1,2,3,4,7,12,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
136,23992403,-0.672070677,30.06185775,1,2,3,4,5,-2,,5,100,100,0,1,"1,2500,000 ugx",2500,0,1,2,5,3,1,1,"1,200,000","2,500 ugx",0,1,2,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-1,-2,-2,,700 kgs,500 bunches,,,,,,,,,,,,,,,,,,1,2,3,4,7,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,6,7,12,-2,-2,-2,-2,-2,-2,-2,,1,2,4,7,12,-2,-2,-2,-2,-2,-2,-2,-2,,1,Prunning,2,,,,,,,,,,,,,,
137,23992404,-0.664322448,30.07606902,1,2,3,4,5,-2,,5,1400000,100,100,5,"1,400,000",2600,"500,000 ugx",1,1,2,2,2,5,"1,200,000","2,600 ugx","500,000 ugx",1,1,1,"1,000,000 ugx",1,"1,000,000","1,000,000 ugx",,,,,,,,,,,,,-1,-1,-1,-1,2,3,4,-2,-2,,"1,000",2000 bunches,20 kgs,,80 kgs,,,,,,,,,,,,,,,1,2,3,4,5,7,8,12,-2,-2,-2,-2,-2,,1,2,3,4,5,7,12,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,5,6,7,8,12,-2,-2,-2,-2,,1,"I practice organic farming
Mulching.
Prunning",2,,,,,,,,,,,,,,
138,23992405,-0.506122284,30.36280688,1,2,3,4,5,-2,,5,100,100,0,1,"1,000,000 ugx",2500,"100,000 ugx",1,1,3,1,1,1,"1,000,000 ugx","2,500 ugx","100,000 ugx",1,1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,540 kgs,542,,,320 kgs,,,,,,,,,,,,,,,1,2,3,4,5,6,7,12,-2,-2,-2,-2,-2,,1,2,3,4,5,6,7,12,-2,-2,-2,-2,-2,-2,,1,2,3,4,7,12,-2,-2,-2,-2,-2,-2,-2,,1,"Mulching
Pruning",2,,,,,,,,,,,,,,
