Unnamed: 0,SbjNum,Latitude,Longitude,Q21.Income.Food.O1,Q21.Income.SchoolFees.O2,Q21.Income.MedicalBills.O3,Q21.Income.Clothes.O4,Q21.Income.Energy.O5,Q21.Income.Other.O6,Q21.Income.Other.O6.Text,Q29.Income,Q30.MainCashCrop,Q30.Other.Text,Q33.CashCropSold,Q34.CashCropUsed,Q35.CashCropSavedForSeed,Q36.CashCropLost,Q37.CauseOfLoss.O1,Q37.CauseOfLoss.O2,Q37.CauseOfLoss.O3,Q37.CauseOfLoss.O4,Q37.CauseOfLoss.Other.Text,Q38.CashCropEarnings,Q39.CashCropPx,Q40.CostOfProduction,Q41.AverageYear,Q42.ProductionHigherLower,Q63.ProductionCost,Q64.AverageYear,Q65.ProductionHigherLower,Q69.AmountEarnedCattle,Q70.NumberCattleSold,Q71.PxPerCattle,Q72.TotalEarningCattle,Q73.AmountEarnedGoats,Q74.NumberGoatsSold,Q75.PxPerGoat,Q76.TotalEarningGoats,Q77.AmountEarnedPigs,Q78.NumberPigsSold,Q79.PxPerPig,Q80.TotalEarningPigs,Q81.AmountEarnedChickens,Q82.NumberChickensSold,Q83.PxPerChicken,Q84.TotalEarningsChickens,Q85.RearOtherAnimal,Q86.OtherAnimalType,Q87.OtherAnimalPx,Q88.TotalEarningOtherAnimal,Q89.MainSourcesIncome.1st,Q89.MainSourcesIncome.2nd,Q89.MainSourcesIncome.3rd,Q89.MainSourcesIncome.4th,Q89.MainSourcesIncome.5th,Q89.MainSourcesIncome.TeaIncome,Q89.MainSourcesIncome.CoffeeIncome,Q89.MainSourcesIncome.BananaIncome,Q89.MainSourcesIncome.MaizeIncome,Q89.MainSourcesIncome.HydroponicsIncome,Q89.MainSourcesIncome.BeansIncome,Q89.MainSourcesIncome.LivestockIncome,Q89.MainSourcesIncome.BeekeepingIncome,Q89.MainSourcesIncome.TreeIncome,Q89.MainSourcesIncome.FishIncome,Q89.MainSourcesIncome.HandicraftIncome,Q89.MainSourcesIncome.KitchenGardenIncome,Q89.MainSourcesIncome.SalaryJobIncome,Q89.MainSourcesIncome.CasualLaborIncome,Q89.MainSourcesIncome.RemitIncome,Q89.MainSourcesIncome.GoatIncome,Q89.MainSourcesIncome.PigIncome,Q89.MainSourcesIncome.CattleIncome,Q89.MainSourcesIncome.ChickenIncome,Q89.MainSourcesIncome.Other,Q21.Income.Other.O6.Text.Tags
268,23992917,0.771796712,30.54570234,1,2,3,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,farmer not sure,280,"1,000,000ugx",1,1,,,,"660,000ugx",1,"600,000ugx","660,000ugx",,,,,,,,,,,,,-1,-1,-1,-1,1,18,-2,-2,-2,1,,,,,,,,,,,,,,,,,2,,,
269,23992918,0.772100519,30.54630855,1,2,-2,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"8,000,000ugx",280,"2,000,000ugx",2,5,"1,000,000ugx",1,1,"5,000,000ugx",5,"1,000,000ugx","5,000,000ugx",,,,,,,,,,,,,-1,-1,-1,-1,1,18,20,-2,-2,2,,,,,,,,,,,,,,,,,1,,Business 2,
270,23992919,-0.524845224,30.25952094,1,2,3,4,6,-2,I buy utensils,3,1,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"260,000ugx",2600,"30,000ug x",1,2,"10,000ugx",2,4,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,12,14,20,,1,2,,,,,,,,,3,,5,,,,,,Groundnuts  4,
271,23992920,0.777850253,30.55431245,1,2,-2,-2,-2,-2,,4,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,farmer not sure,280,"2,000,000ugx",1,1,,,,,,,,120000,3,40000,120000,,,,,,,,,-1,-1,-1,-1,1,16,-2,-2,-2,1,,,,,,,,,,,,,,,2,,,,,
272,23992921,0.770926589,30.54872426,2,-2,-2,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"3360,000ugx",280,"2,000,000ugx",1,1,"1,000,000ugx",1,1,,,,,,,,,,,,,,,,,-1,-1,-1,-1,1,3,-2,-2,-2,2,,1,,,,,,,,,,,,,,,,,,
273,23992989,0.679035315,30.42448073,2,6,-2,-2,-2,-2,labour,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"15,120,0000 ugx",420,"5,040,000ugx",1,2,not sure,1,3,"2000,000ugx",2cows,"1,000,000ugx","2,000,000ugx",,,,,,,,,,,,,1,hens,home consumption,0 ugx,1,3,13,-2,-2,second,,third,,,,,,,,,,first,,,,,,,,
274,23992990,0.735156379,30.46630029,1,2,3,6,-2,-2,transport,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"7200,000ugx",300,"1200,000ugx",1,2,"500,000 ugx",1,2,,,,,,,,,5000000,50 pigs,"100,000ugx",5000000,,,,,-1,-1,-1,-1,1,2,4,17,20,first,fifth,,third,,,,,,,,,,,,,second,,,bananas,
275,23992991,0.712290873,30.53546408,1,6,-2,-2,-2,-2,"paying labour, construct a house",5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"6120,000ugx",300,"600,000ugx",1,4,"20,000ugx",1,2,"1500,000ugx",3 cows,"500,000ugx","1500,000ugx",,,,,,,,,,,,,-1,-1,-1,-1,1,3,18,-2,-2,first,,second,,,,,,,,,,,,,,,third,,,
276,23992992,0.711445597,30.53048953,1,2,-2,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,440,000",300,"480,000",1,2,,,,"1250,000ugx",4,"3,12,500 ugx","1250,000ugx",,,,,,,,,,,,,-1,-1,-1,-1,1,18,-2,-2,-2,first,,,,,,,,,,,,,,,,,second,,,
277,23992993,0.67789954,30.42658684,2,-2,-2,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,000,000 ugx",250,"500,000 ugx",2,4,"700,000ugx",2,4,"900,000ugx",1 cow,"900,000ugx","900,000ugx",,,,,,,,,,,,,-1,-1,-1,-1,1,13,-2,-2,-2,second,,,,,,,,,,,,first,,,,,,,,
278,23992994,0.679035315,30.42448073,2,-2,-2,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"6720,000ugx",280,0,1,4,0,2,4,home consumption,0,0,0,150000,2,750000,150000,,,,,,,,,-1,-1,-1,-1,1,20,-2,-2,-2,first,,,,,,,,,,,,,,,,,,,labour work,
279,23992995,0.686222043,30.42724981,6,-2,-2,-2,-2,-2,"paying loan, constructing a house",5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"4,200,000ugx",280,"600,000ugx",2,4,"500,000ugx",2,4,"3,000,000ugx",6cows,"500,000ugx","3,000,000ugx",,,,,2200000,27,"150,000ugx",2200000,,,,,-1,-1,-1,-1,1,17,18,20,-2,first,,,,,,,,,,,,,,,,third,second,,"cattle,fourth",
280,23992996,0.682955775,30.42763214,2,-2,-2,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"3,002,400ugx",420,"2,160,000ugx",2,4,0,2,4,0ugx,0,0,0,80000,1,80000,80000,,,,,,,,,-1,-1,-1,-1,1,-1,-2,-2,-2,first,,,,,,,,,,,,,,,,,,,,
281,23992997,0.715415472,30.46194778,6,-2,-2,-2,-2,-2,paying workers,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"12,289,200 ugx",420,not sure,2,4,0,2,4,,,,,,,,,,,,,,,,,-1,-1,-1,-1,1,-1,-2,-2,-2,first,,,,,,,,,,,,,,,,,,,,
282,23992998,0.715841389,30.46168809,2,6,-2,-2,-2,-2,taking care of parents,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"900,000 ugx",300,"500,000 ugx",2,4,,2,4,,,,,240000,2,120000,240000,,,,,,,,,-1,-1,-1,-1,1,13,-2,-2,-2,first,,,,,,,,,,,,second,,,,,,,,
283,23992999,0.715385342,30.47179256,1,2,6,-2,-2,-2, needs at home,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,080,000ugx",300,"500,000ugx",1,5,,2,3,,,,,2014,,,0,,,,,,,,,-1,-1,-1,-1,1,13,-2,-2,-2,second,,,,,,,,,,,,first,,,,,,,,
284,23993001,0.704031551,30.46697125,1,2,6,-2,-2,-2,things at home,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"3600,000ugx",300,"1,620,000 ugx",2,2,"1200,000ugx",2,4,"5,400,000ugx",2cows,"2700,000ugx","5400,000ugx",,,,,,,,,,,,,-1,-1,-1,-1,1,3,18,20,-2,third,,second,,,,,,,,,,,,,,,first,,fruits ,
285,23993002,0.708232727,30.46848461,2,-2,-2,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"5,400,000ugx",300,"3,000,000ugx",1,2,"200,000ugx",1,2,,,,,500000,5,100000,500000,120000,6piglets,"20,000ugx",120000,,,,,-1,-1,-1,-1,1,6,16,20,-2,1,,,,,3,,,,,,,,,,2,,,,"cassava,4",
286,23993003,0.7242456,30.45780192,2,-2,-2,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"48,000,000ugx",300,"39,600,000ugx",2,4,"1,000,000ugx",1,2,"1500,000ugx",1 cow,"1,500,000ugx","1500,000ugx",,,,,,,,,,,,,-1,-1,-1,-1,1,18,20,-2,-2,1,,,,,,,,,,,,,,,,,3,,"shop,2",
287,23993004,0.745976707,30.52381479,2,6,-2,-2,-2,-2,home needs,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"3360,000ugx",280,"200,000ugx",2,4,"640,000ugx",2,4,"4400,000ugx",4 cows,"1100,000 ugx","4400,000ugx",370000,5,74000,370000,,,,,,,,,-1,-1,-1,-1,1,2,16,17,18,1,4,,,,,,,,,,,,,,3,5,2,,,
288,23993005,0.742926222,30.5307797,2,6,-2,-2,-2,-2,keeping in sacco,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"3,979,800ugx",300,didnot calculate,2,4,,2,4,"1,420,000ugx",3cows,"4,73,333 ugx","1420,000ugx",120000,1,120000,120000,,,,,,,,,-1,-1,-1,-1,1,16,18,-2,-2,1,,,,,,,,,,,,,,,3,,2,,,
289,23993006,0.741605235,30.52688638,2,6,-2,-2,-2,-2,"buy things at home like hens, goats",5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"28,800,000ugx",300,"450,000ugx",1,2,0ugx,1,2,did not sell,,,,,,,,,,,,,,,,1,"rabbit, hens","9,000ugx per rabbit","9,000ugx",1,20,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,"maize,2",
290,23993007,0.752406758,30.52123307,1,2,4,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,008,000ugx",280,"720,000ugx",2,5,"80,000ugx",2,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,1,-1,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
291,23993008,0.714895869,30.46186026,2,-2,-2,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"3600,000ugx",300,"2,000,000ugx",2,4,"100,000 ugx",1,4,"400,000 ugx",1 cow,"400,000 ugx","400,000 ugx",,,,,,,,,,,,,-1,-1,-1,-1,1,13,20,-2,-2,1,,,,,,,,,,,,2,,,,,,,"car for transport means and motorcycle, 2",
292,23993009,0.714026386,30.46154426,1,-2,-2,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"7,560,000ugx",420,"150,000 ugx",1,2,,1,2,,,,,100000,2,50000,100000,,,,,,,,,-1,-1,-1,-1,1,20,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,"shop, 2",
293,23993010,0.715202711,30.46180441,6,-2,-2,-2,-2,-2,"invests in business, home use",5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"7,200,000 ugx",300,"1,000,000 ugx",2,4,"1,000,000 ugx",1,2,did not sell,,,,,,,,,,,,,,,,-1,-1,-1,-1,1,-1,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
294,23993011,0.691743701,30.45847339,2,-2,-2,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"8,568,000 ugx",420,cant remember,2,4,"90,000 ugx",2,3,"2,300,000 ugx",3 cows,"760,000 ugx","2300,000 ugx",150000,2,750000,150000,,,,,,,,,1,hens,home use,,1,13,18,-2,-2,3,,,,,,,,,,,,1,,,,,2,,,
295,23993013,0.691666371,30.45852406,2,3,6,-2,-2,-2,transport,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"12,600,000 ugx",350,"450,000 ugx",2,4,"80,000 ugx",1,2,home use,,,,,,,,,,,,,,,,-1,-1,-1,-1,1,13,-2,-2,-2,2,,,,,,,,,,,,1,,,,,,,,
296,23993014,0.690382451,30.46388206,2,6,-2,-2,-2,-2,support home,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"10,080,000 ugx",280,did not calculate,2,4,"150,000ugx",1,2,did not sell,,,,,,,,800000,6 piglets,"160,000ugx",800000,,,,,-1,-1,-1,-1,1,17,20,-2,-2,1,,,,,,,,,,,,,,,,3,,,"coffee, 2",
297,23993015,0.687728677,30.46256946,1,2,4,6,-1,-1,paying loans,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"6,000,000 ugx",500,"720,000 ugx",2,4,not sure,1,2,home use,,,,,,,,,,,,,,,,-1,-1,-1,-1,1,20,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,"coffee,2",
298,23993016,0.737074288,30.4975109,2,-2,-2,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"13,440,000 ugx",280,"1,493, 300 ugx",1,2,,1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,1,-2,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
299,23993017,0.737473233,30.49741742,2,-2,-2,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"10,080,000 ugx",280,not sure,2,4,,2,4,,,,,,,,,,,,,,,,,-1,-1,-1,-1,1,-2,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
300,23993018,0.724283751,30.50782302,2,6,-2,-2,-2,-2,home use ,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"2,430,000 ugx",450,"840,000 ugx",2,5,"150,000 ugx",2,4,did not sell,,,,,,,,,,,,,,,,-1,-1,-1,-1,1,-2,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
301,23993019,0.724411081,30.50738441,1,2,6,-2,-2,-2,buy household things,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"6,480,000 ugx",450,"1,200,000 ugx",1,2,0 ugx,2,4,home use,,,,,,,,720000,16 piglets,45000 ugx,720000,,,,,-1,-1,-1,-1,1,17,-2,-2,-2,1,,,,,,,,,,,,,,,,2,,,,
302,23993020,0.724221925,30.50771311,2,6,-2,-2,-2,-2,needs at home,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"403,200  ugx",280,36000 ugx,2,4,,1,2,,,,,160000,3,53300,160000,100000,1,"100,000 ugx",100000,,,,,-1,-1,-1,-1,1,16,17,-2,-2,1,,,,,,,,,,,,,,,2,3,,,,
303,23993021,0.725578183,30.50674455,2,6,-2,-2,-2,-2,buy basic needs at home,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,843,200 ugx",320,"80,000 ugx",1,2,0 ugx,1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,1,20,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,"millet, 2",
304,23993022,0.715366848,30.46200048,2,6,-2,-2,-2,-2,"lubricant for vehicle and fuel, buying household needs",5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"72,000,000 ugx",400,did not calculate,1,2,"1,200,000 ugx",1,3,"6,000,000 ugx",2 cows,"3,000,000 ugx","6,000,000 ugx",,,,,,,,,,,0,,-1,-1,-1,-1,1,18,20,-2,-2,1,,,,,,,,,,,,,,,,,3,,"forestry,2",
